date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:51:36	1045/1045	---M--	200	added ('OK')	application/xml	date:Wed,%2011%20Dec%202013%2019:49:11%20GMT	https://bslthemes.com/arter-wp/v2/wp-includes/wlwmanifest.xml	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-includes/wlwmanifest.xml	(from https://bslthemes.com/arter-wp/v2/)
11:51:37	2303/2303	---MC-	200	added ('OK')	application/json	date:Fri,%2018%20Dec%202020%2004:51:38%20GMT	https://bslthemes.com/arter-wp/v2/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbslthemes.com%2Farter-wp%2Fv2%2F	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-json/oembed/1.0/embed0fca.json	(from https://bslthemes.com/arter-wp/v2/)
11:51:38	2389/2389	---MC-	200	added ('OK')	text/xml	date:Fri,%2018%20Dec%202020%2004:51:39%20GMT	https://bslthemes.com/arter-wp/v2/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbslthemes.com%2Farter-wp%2Fv2%2F&format=xml	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-json/oembed/1.0/embed88f1	(from https://bslthemes.com/arter-wp/v2/)
11:51:39	33867/33867	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Oct%202020%2017:44:30%20GMT	https://bslthemes.com/arter-wp/v2/wp-content/uploads/2020/10/face-1-small.jpg	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-content/uploads/2020/10/face-1-small.jpg	(from https://bslthemes.com/arter-wp/v2/)
11:51:39	163961/163961	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Oct%202020%2017:44:26%20GMT	https://bslthemes.com/arter-wp/v2/wp-content/uploads/2020/10/face-1-min.jpg	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-content/uploads/2020/10/face-1-min.jpg	(from https://bslthemes.com/arter-wp/v2/)
11:51:40	221313/221313	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Sep%202020%2013:09:57%20GMT	https://bslthemes.com/arter-demo/wp-content/uploads/2020/09/bg.jpg	G:/CV/CV_2/bslthemes.com/arter-demo/wp-content/uploads/2020/09/bg.jpg	(from https://bslthemes.com/arter-wp/v2/)
11:51:40	221313/221313	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Oct%202020%2011:32:21%20GMT	https://bslthemes.com/arter-wp/v2/wp-content/uploads/2020/09/bg.jpg	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-content/uploads/2020/09/bg.jpg	(from https://bslthemes.com/arter-wp/v2/)
11:51:41	22741/22741	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20Dec%202020%2004:51:41%20GMT	https://bslthemes.com/arter-wp/v2/portfolio-3-column/	G:/CV/CV_2/bslthemes.com/arter-wp/v2/portfolio-3-column/index.html	(from https://bslthemes.com/arter-wp/v2/)
11:51:41	22722/22722	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20Dec%202020%2004:51:41%20GMT	https://bslthemes.com/arter-wp/v2/portfolio-2-column/	G:/CV/CV_2/bslthemes.com/arter-wp/v2/portfolio-2-column/index.html	(from https://bslthemes.com/arter-wp/v2/)
11:51:41	254426/254426	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Oct%202020%2017:44:21%20GMT	https://bslthemes.com/arter-wp/v2/wp-content/uploads/2020/10/face-2-min.png	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-content/uploads/2020/10/face-2-min.png	(from https://bslthemes.com/arter-wp/v2/)
11:51:41	22811/22811	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20Dec%202020%2004:51:42%20GMT	https://bslthemes.com/arter-wp/v2/portfolio-gallery/	G:/CV/CV_2/bslthemes.com/arter-wp/v2/portfolio-gallery/index.html	(from https://bslthemes.com/arter-wp/v2/)
11:51:41	4322/4322	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Oct%202020%2011:30:45%20GMT	https://bslthemes.com/arter-wp/v2/wp-content/uploads/2020/09/testimonial-1-140x140.jpg	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-content/uploads/2020/09/testimonial-1-140x140.jpg	(from https://bslthemes.com/arter-wp/v2/)
11:51:42	5197/5197	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Oct%202020%2011:30:39%20GMT	https://bslthemes.com/arter-wp/v2/wp-content/uploads/2020/09/testimonial-2-140x140.jpg	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-content/uploads/2020/09/testimonial-2-140x140.jpg	(from https://bslthemes.com/arter-wp/v2/)
11:51:42	22708/22708	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20Dec%202020%2004:51:43%20GMT	https://bslthemes.com/arter-wp/v2/portfolio/	G:/CV/CV_2/bslthemes.com/arter-wp/v2/portfolio/index.html	(from https://bslthemes.com/arter-wp/v2/)
11:51:42	3937/3937	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Oct%202020%2011:30:34%20GMT	https://bslthemes.com/arter-wp/v2/wp-content/uploads/2020/09/testimonial-3-140x140.jpg	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-content/uploads/2020/09/testimonial-3-140x140.jpg	(from https://bslthemes.com/arter-wp/v2/)
11:51:43	24424/24424	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20Dec%202020%2004:51:43%20GMT	https://bslthemes.com/arter-wp/v2/history/	G:/CV/CV_2/bslthemes.com/arter-wp/v2/history/index.html	(from https://bslthemes.com/arter-wp/v2/)
11:51:44	5964/5964	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Oct%202020%2011:30:29%20GMT	https://bslthemes.com/arter-wp/v2/wp-content/uploads/2020/09/testimonial-4-140x140.jpg	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-content/uploads/2020/09/testimonial-4-140x140.jpg	(from https://bslthemes.com/arter-wp/v2/)
11:51:44	24474/24474	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20Dec%202020%2004:51:43%20GMT	https://bslthemes.com/arter-wp/v2/blog/	G:/CV/CV_2/bslthemes.com/arter-wp/v2/blog/index.html	(from https://bslthemes.com/arter-wp/v2/)
11:51:44	24549/24549	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20Dec%202020%2004:51:44%20GMT	https://bslthemes.com/arter-wp/v2/blog-3-column/	G:/CV/CV_2/bslthemes.com/arter-wp/v2/blog-3-column/index.html	(from https://bslthemes.com/arter-wp/v2/)
11:51:44	29410/29410	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Oct%202020%2011:31:14%20GMT	https://bslthemes.com/arter-wp/v2/wp-content/uploads/2020/09/brand-1-232x256.png	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-content/uploads/2020/09/brand-1-232x256.png	(from https://bslthemes.com/arter-wp/v2/)
11:51:45	21394/21394	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Oct%202020%2011:31:03%20GMT	https://bslthemes.com/arter-wp/v2/wp-content/uploads/2020/09/brand-2-229x256.png	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-content/uploads/2020/09/brand-2-229x256.png	(from https://bslthemes.com/arter-wp/v2/)
11:51:45	24726/24726	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20Dec%202020%2004:51:44%20GMT	https://bslthemes.com/arter-wp/v2/blog-carousel/	G:/CV/CV_2/bslthemes.com/arter-wp/v2/blog-carousel/index.html	(from https://bslthemes.com/arter-wp/v2/)
11:51:45	19933/19933	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20Dec%202020%2004:51:46%20GMT	https://bslthemes.com/arter-wp/v2/contact/	G:/CV/CV_2/bslthemes.com/arter-wp/v2/contact/index.html	(from https://bslthemes.com/arter-wp/v2/)
11:51:46	18705/18705	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Oct%202020%2011:30:54%20GMT	https://bslthemes.com/arter-wp/v2/wp-content/uploads/2020/09/brand-3-228x256.png	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-content/uploads/2020/09/brand-3-228x256.png	(from https://bslthemes.com/arter-wp/v2/)
11:51:48	760/760	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2004%20Dec%202020%2002:14:49%20GMT	http://bslthemes.com/arter-wp/v2/wp-content/themes/arter/assets/images/arrow.svg	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-content/themes/arter/assets/images/arrow.svg	(from https://bslthemes.com/arter-wp/v2/wp-content/cache/autoptimize/css/autoptimize_d06acdcfa2051528dec7e5d0f2069765.css)
11:51:52	64451/64451	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20Dec%202020%2004:51:47%20GMT	https://bslthemes.com/arter-wp/v2/onepage/	G:/CV/CV_2/bslthemes.com/arter-wp/v2/onepage/index.html	(from https://bslthemes.com/arter-wp/v2/)
11:51:57	14149/14149	---MC-	200	added ('OK')	application/json	date:Fri,%2018%20Dec%202020%2004:51:55%20GMT	https://bslthemes.com/arter-wp/v2/wp-json/wp/v2/pages/150	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-json/wp/v2/pages/150.json	(from https://bslthemes.com/arter-wp/v2/portfolio-2-column/)
11:52:00	2391/2391	---MC-	200	added ('OK')	application/json	date:Fri,%2018%20Dec%202020%2004:51:59%20GMT	https://bslthemes.com/arter-wp/v2/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbslthemes.com%2Farter-wp%2Fv2%2Fportfolio-2-column%2F	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-json/oembed/1.0/embed8a73.json	(from https://bslthemes.com/arter-wp/v2/portfolio-2-column/)
11:52:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2018%20Dec%202020%2004:52:02%20GMT	https://bslthemes.com/arter-wp/v2/?p=150	G:/CV/CV_2/bslthemes.com/arter-wp/v2/index56d6.html	(from https://bslthemes.com/arter-wp/v2/portfolio-2-column/)
11:52:07	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2004%20Dec%202020%2002:14:49%20GMT	http://bslthemes.com/arter-wp/v2/wp-content/themes/arter/assets/fonts/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-content/themes/arter/assets/fonts/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from https://bslthemes.com/arter-wp/v2/wp-content/cache/autoptimize/css/autoptimize_d06acdcfa2051528dec7e5d0f2069765.css)
11:52:07	2475/2475	---MC-	200	added ('OK')	text/xml	date:Fri,%2018%20Dec%202020%2004:52:08%20GMT	https://bslthemes.com/arter-wp/v2/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbslthemes.com%2Farter-wp%2Fv2%2Fportfolio-2-column%2F&format=xml	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-json/oembed/1.0/embedaf0e	(from https://bslthemes.com/arter-wp/v2/portfolio-2-column/)
11:52:13	190360/190360	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2004%20Dec%202020%2002:08:04%20GMT	http://bslthemes.com/arter-wp/v2/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.9.1	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc2cd.eot	(from https://bslthemes.com/arter-wp/v2/wp-content/cache/autoptimize/css/autoptimize_d06acdcfa2051528dec7e5d0f2069765.css)
11:52:13	86540/86540	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Oct%202020%2011:30:22%20GMT	https://bslthemes.com/arter-wp/v2/wp-content/uploads/2020/09/work-1.jpg	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-content/uploads/2020/09/work-1.jpg	(from https://bslthemes.com/arter-wp/v2/portfolio-2-column/)
11:52:13	175253/175253	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Oct%202020%2011:30:04%20GMT	https://bslthemes.com/arter-wp/v2/wp-content/uploads/2020/09/work-2.jpg	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-content/uploads/2020/09/work-2.jpg	(from https://bslthemes.com/arter-wp/v2/portfolio-2-column/)
11:52:14	525331/525331	---M--	200	added ('OK')	application/javascript	date:Fri,%2004%20Dec%202020%2002:43:53%20GMT	https://bslthemes.com/arter-wp/v2/wp-content/cache/autoptimize/js/autoptimize_31dc53ad191e3de9c3c7b1f869ddbde9.js	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-content/cache/autoptimize/js/autoptimize_31dc53ad191e3de9c3c7b1f869ddbde9.js	(from https://bslthemes.com/arter-wp/v2/)
11:52:15	139193/139193	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Oct%202020%2011:29:59%20GMT	https://bslthemes.com/arter-wp/v2/wp-content/uploads/2020/09/work-3.jpg	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-content/uploads/2020/09/work-3.jpg	(from https://bslthemes.com/arter-wp/v2/portfolio-2-column/)
11:52:16	54683/54683	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Oct%202020%2011:29:57%20GMT	https://bslthemes.com/arter-wp/v2/wp-content/uploads/2020/09/work-4.jpg	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-content/uploads/2020/09/work-4.jpg	(from https://bslthemes.com/arter-wp/v2/portfolio-2-column/)
11:52:16	30287/30287	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20Dec%202020%2004:52:16%20GMT	https://bslthemes.com/arter-wp/v2/portfolio/fitness-trainer-ui-card/	G:/CV/CV_2/bslthemes.com/arter-wp/v2/portfolio/fitness-trainer-ui-card/index.html	(from https://bslthemes.com/arter-wp/v2/portfolio-2-column/)
11:52:16	31166/31166	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20Dec%202020%2004:52:16%20GMT	https://bslthemes.com/arter-wp/v2/portfolio/vie-visiting-print-card/	G:/CV/CV_2/bslthemes.com/arter-wp/v2/portfolio/vie-visiting-print-card/index.html	(from https://bslthemes.com/arter-wp/v2/portfolio-2-column/)
11:52:16	30134/30134	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20Dec%202020%2004:52:17%20GMT	https://bslthemes.com/arter-wp/v2/portfolio/yellow-paper-print/	G:/CV/CV_2/bslthemes.com/arter-wp/v2/portfolio/yellow-paper-print/index.html	(from https://bslthemes.com/arter-wp/v2/portfolio-2-column/)
11:52:17	31163/31163	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20Dec%202020%2004:52:18%20GMT	https://bslthemes.com/arter-wp/v2/portfolio/simple-visiting-ui-card/	G:/CV/CV_2/bslthemes.com/arter-wp/v2/portfolio/simple-visiting-ui-card/index.html	(from https://bslthemes.com/arter-wp/v2/portfolio-2-column/)
11:52:17	65467/65467	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Oct%202020%2011:29:51%20GMT	https://bslthemes.com/arter-wp/v2/wp-content/uploads/2020/09/work-6.jpg	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-content/uploads/2020/09/work-6.jpg	(from https://bslthemes.com/arter-wp/v2/portfolio-2-column/)
11:52:18	30621/30621	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20Dec%202020%2004:52:18%20GMT	https://bslthemes.com/arter-wp/v2/portfolio/flow-focus-sketch-design/	G:/CV/CV_2/bslthemes.com/arter-wp/v2/portfolio/flow-focus-sketch-design/index.html	(from https://bslthemes.com/arter-wp/v2/portfolio-2-column/)
11:52:18	68919/68919	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Oct%202020%2011:29:48%20GMT	https://bslthemes.com/arter-wp/v2/wp-content/uploads/2020/09/work-7.jpg	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-content/uploads/2020/09/work-7.jpg	(from https://bslthemes.com/arter-wp/v2/portfolio-2-column/)
11:52:18	319903/319903	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Oct%202020%2011:29:54%20GMT	https://bslthemes.com/arter-wp/v2/wp-content/uploads/2020/09/work-5.jpg	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-content/uploads/2020/09/work-5.jpg	(from https://bslthemes.com/arter-wp/v2/portfolio-2-column/)
11:52:20	105716/105716	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Oct%202020%2011:29:39%20GMT	https://bslthemes.com/arter-wp/v2/wp-content/uploads/2020/09/work-8-scaled-1.jpg	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-content/uploads/2020/09/work-8-scaled-1.jpg	(from https://bslthemes.com/arter-wp/v2/portfolio-2-column/)
11:52:20	6458/6458	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	date:Fri,%2018%20Dec%202020%2004:52:19%20GMT	https://bslthemes.com/arter-wp/v2/portfolio/%d1%81ardboard-%d1%81up-mockup/	G:/CV/CV_2/bslthemes.com/arter-wp/v2/portfolio/%d1%81ardboard-%d1%81up-mockup/index.html	(from https://bslthemes.com/arter-wp/v2/portfolio-2-column/)
11:52:24	30138/30138	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20Dec%202020%2004:52:20%20GMT	https://bslthemes.com/arter-wp/v2/portfolio/simple-bottle-logo/	G:/CV/CV_2/bslthemes.com/arter-wp/v2/portfolio/simple-bottle-logo/index.html	(from https://bslthemes.com/arter-wp/v2/portfolio-2-column/)
11:52:24	31134/31134	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20Dec%202020%2004:52:21%20GMT	https://bslthemes.com/arter-wp/v2/portfolio/black-cup-ui-design/	G:/CV/CV_2/bslthemes.com/arter-wp/v2/portfolio/black-cup-ui-design/index.html	(from https://bslthemes.com/arter-wp/v2/portfolio-2-column/)
11:52:24	14168/14168	---MC-	200	added ('OK')	application/json	date:Fri,%2018%20Dec%202020%2004:52:22%20GMT	https://bslthemes.com/arter-wp/v2/wp-json/wp/v2/pages/155	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-json/wp/v2/pages/155.json	(from https://bslthemes.com/arter-wp/v2/portfolio-3-column/)
11:52:26	2391/2391	---MC-	200	added ('OK')	application/json	date:Fri,%2018%20Dec%202020%2004:52:26%20GMT	https://bslthemes.com/arter-wp/v2/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbslthemes.com%2Farter-wp%2Fv2%2Fportfolio-3-column%2F	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-json/oembed/1.0/embeddce0.json	(from https://bslthemes.com/arter-wp/v2/portfolio-3-column/)
11:52:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2018%20Dec%202020%2004:52:27%20GMT	https://bslthemes.com/arter-wp/v2/?p=155	G:/CV/CV_2/bslthemes.com/arter-wp/v2/index43b2.html	(from https://bslthemes.com/arter-wp/v2/portfolio-3-column/)
11:52:27	2475/2475	---MC-	200	added ('OK')	text/xml	date:Fri,%2018%20Dec%202020%2004:52:28%20GMT	https://bslthemes.com/arter-wp/v2/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbslthemes.com%2Farter-wp%2Fv2%2Fportfolio-3-column%2F&format=xml	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-json/oembed/1.0/embed5abf	(from https://bslthemes.com/arter-wp/v2/portfolio-3-column/)
11:52:28	14242/14242	---MC-	200	added ('OK')	application/json	date:Fri,%2018%20Dec%202020%2004:52:29%20GMT	https://bslthemes.com/arter-wp/v2/wp-json/wp/v2/pages/158	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-json/wp/v2/pages/158.json	(from https://bslthemes.com/arter-wp/v2/portfolio-gallery/)
11:52:28	2386/2386	---MC-	200	added ('OK')	application/json	date:Fri,%2018%20Dec%202020%2004:52:29%20GMT	https://bslthemes.com/arter-wp/v2/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbslthemes.com%2Farter-wp%2Fv2%2Fportfolio-gallery%2F	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-json/oembed/1.0/embeda9de.json	(from https://bslthemes.com/arter-wp/v2/portfolio-gallery/)
11:52:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2018%20Dec%202020%2004:52:30%20GMT	https://bslthemes.com/arter-wp/v2/?p=158	G:/CV/CV_2/bslthemes.com/arter-wp/v2/index8af0.html	(from https://bslthemes.com/arter-wp/v2/portfolio-gallery/)
11:52:29	2470/2470	---MC-	200	added ('OK')	text/xml	date:Fri,%2018%20Dec%202020%2004:52:30%20GMT	https://bslthemes.com/arter-wp/v2/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbslthemes.com%2Farter-wp%2Fv2%2Fportfolio-gallery%2F&format=xml	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-json/oembed/1.0/embed6327	(from https://bslthemes.com/arter-wp/v2/portfolio-gallery/)
11:52:30	14147/14147	---MC-	200	added ('OK')	application/json	date:Fri,%2018%20Dec%202020%2004:52:31%20GMT	https://bslthemes.com/arter-wp/v2/wp-json/wp/v2/pages/162	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-json/wp/v2/pages/162.json	(from https://bslthemes.com/arter-wp/v2/portfolio/)
11:52:30	2370/2370	---MC-	200	added ('OK')	application/json	date:Fri,%2018%20Dec%202020%2004:52:32%20GMT	https://bslthemes.com/arter-wp/v2/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbslthemes.com%2Farter-wp%2Fv2%2Fportfolio%2F	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-json/oembed/1.0/embedc377.json	(from https://bslthemes.com/arter-wp/v2/portfolio/)
11:52:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2018%20Dec%202020%2004:52:32%20GMT	https://bslthemes.com/arter-wp/v2/?p=162	G:/CV/CV_2/bslthemes.com/arter-wp/v2/indexbbc7.html	(from https://bslthemes.com/arter-wp/v2/portfolio/)
11:52:31	2454/2454	---MC-	200	added ('OK')	text/xml	date:Fri,%2018%20Dec%202020%2004:52:32%20GMT	https://bslthemes.com/arter-wp/v2/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbslthemes.com%2Farter-wp%2Fv2%2Fportfolio%2F&format=xml	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-json/oembed/1.0/embed84f0	(from https://bslthemes.com/arter-wp/v2/portfolio/)
11:52:31	79/79	---M--	200	added ('OK')	text/css	date:Fri,%2004%20Dec%202020%2003:50:51%20GMT	https://bslthemes.com/arter-wp/v2/wp-content/cache/autoptimize/css/autoptimize_single_7c97f437d0887b3dfad8079bb4cc95d4.css?ver=1607053850	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-content/cache/autoptimize/css/autoptimize_single_7c97f437d0887b3dfad8079bb4cc95d42856.css	(from https://bslthemes.com/arter-wp/v2/history/)
11:52:32	22461/22461	---MC-	200	added ('OK')	application/json	date:Fri,%2018%20Dec%202020%2004:52:33%20GMT	https://bslthemes.com/arter-wp/v2/wp-json/wp/v2/pages/66	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-json/wp/v2/pages/66.json	(from https://bslthemes.com/arter-wp/v2/history/)
11:52:33	2330/2330	---MC-	200	added ('OK')	application/json	date:Fri,%2018%20Dec%202020%2004:52:34%20GMT	https://bslthemes.com/arter-wp/v2/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbslthemes.com%2Farter-wp%2Fv2%2Fhistory%2F	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-json/oembed/1.0/embedd2c0.json	(from https://bslthemes.com/arter-wp/v2/history/)
11:52:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2018%20Dec%202020%2004:52:34%20GMT	https://bslthemes.com/arter-wp/v2/?p=66	G:/CV/CV_2/bslthemes.com/arter-wp/v2/index4f61.html	(from https://bslthemes.com/arter-wp/v2/history/)
11:52:33	2414/2414	---MC-	200	added ('OK')	text/xml	date:Fri,%2018%20Dec%202020%2004:52:35%20GMT	https://bslthemes.com/arter-wp/v2/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbslthemes.com%2Farter-wp%2Fv2%2Fhistory%2F&format=xml	G:/CV/CV_2/bslthemes.com/arter-wp/v2/wp-json/oembed/1.0/embed3c85	(from https://bslthemes.com/arter-wp/v2/history/)
